"","thomas_num","thomas_name","icpsr","congress","year","st_name","cd","dem","majority","elected","female","afam","latino","votepct","votepct_sq","dwnom1","meddist","majdist","deleg_size","speaker","chair","subchr","power","budget","seniority","sensq","state_leg","state_leg_prof","maj_leader","min_leader","south","south_dem","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","all_bills","all_aic","all_abc","all_pass","all_law","les","leslag"
"8621","8621","Gibson, Christopher","21156","112","2011","NY","20","0","1","2010","0",NA,NA,"55",NA,"0.56099999",NA,NA,"29","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","13","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.174473166",NA
"8622","8622","Giffords, Gabrielle","20701","112","2011","AZ","8","1","0","2006","1",NA,NA,"49",NA,"",NA,NA,"8","0","0","0","0","0","3",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","2","0","1","1","1","0","0","0","0","0",NA,NA,NA,NA,NA,"0.777725279",NA
"8623","8623","Gingrey, Phil","20319","112","2011","GA","11","0","1","2002","0",NA,NA,"100",NA,"0.762000024",NA,NA,"13","0","0","1","0","0","5",NA,NA,NA,"0","0",NA,NA,"1","1","1","1","0","18","1","1","0","0","1","0","1","1","0",NA,NA,NA,NA,NA,"1.367391109",NA
"8624","8624","Gohmert, Louie","20527","112","2011","TX","1","0","1","2004","0",NA,NA,"90",NA,"0.681999981",NA,NA,"32","0","0","0","0","0","4",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","10","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.13421014",NA
"8625","8625","Gonzalez, Charles","29943","112","2011","TX","20","1","0","1998","0",NA,NA,"64",NA,"-0.30399999",NA,NA,"32","0","0","0","0","0","7",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","6","0","0","0","0","2","0","0","0","0",NA,NA,NA,NA,NA,"0.085894488",NA
"8626","8626","Goodlatte, Bob","39308","112","2011","VA","6","0","1","1992","0",NA,NA,"76",NA,"0.751999974",NA,NA,"11","0","0","1","0","0","10",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","11","4","5","2","1","0","0","0","0","0",NA,NA,NA,NA,NA,"1.986794353",NA
"8627","8627","Gosar, Paul","21103","112","2011","AZ","1","0","1","2010","0",NA,NA,"50",NA,"0.726000011",NA,NA,"8","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","22","4","3","3","1","2","0","0","0","0",NA,NA,NA,NA,NA,"2.076832056",NA
"8628","8628","Gowdy, Trey","21175","112","2011","SC","4","0","1","2010","0",NA,NA,"63",NA,"0.89200002",NA,NA,"6","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","6","2","3","3","3","0","0","0","0","0",NA,NA,NA,NA,NA,"2.549405098",NA
"8629","8629","Graves, Sam","20124","112","2011","MO","6","0","1","2000","0",NA,NA,"69",NA,"0.621999979",NA,NA,"9","0","1","0","0","0","6",NA,NA,NA,"0","0",NA,NA,"1","0","1","1","1","34","4","5","1","1","0","0","0","0","0",NA,NA,NA,NA,NA,"3.647453547",NA
"8630","8630","Granger, Kay","29762","112","2011","TX","12","0","1","1996","1",NA,NA,"72",NA,"0.617999971",NA,NA,"32","0","0","1","1","0","8",NA,NA,NA,"0","0",NA,NA,"1","1","1","0","0","3","1","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.750840604",NA
"8631","8631","Graves, Tom","20962","112","2011","GA","9","0","1","2010","0",NA,NA,"100",NA,"0.981000006",NA,NA,"13","0","0","0","1","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","4","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.053684052",NA
"8632","8632","Green, Al","20529","112","2011","TX","9","1","0","2004","0",NA,NA,"76",NA,"-0.382999986",NA,NA,"32","0","0","0","0","0","4",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","8","0","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.403797895",NA
"8633","8633","Green, Gene","39304","112","2011","TX","29","1","0","1992","0",NA,NA,"65",NA,"-0.321999997",NA,NA,"32","0","0","0","0","0","10",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","23","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.311367512",NA
"8634","8634","Griffin, Tim","21107","112","2011","AR","2","0","1","2010","0",NA,NA,"58",NA,"0.574000001",NA,NA,"4","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"1","1","1","1","0","12","0","0","0","0","2","2","2","2","2",NA,NA,NA,NA,NA,"1.345950603",NA
"8635","8635","Griffith, H.","21191","112","2011","VA","9","0","1","2010","0",NA,NA,"51",NA,"0.856999993",NA,NA,"11","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"1","1","1","1","0","5","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.903035939",NA
"8636","8636","Grijalva, Raul","20305","112","2011","AZ","7","1","0","2002","0",NA,NA,"50",NA,"-0.586000025",NA,NA,"8","0","0","0","0","0","5",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","26","3","2","2","1","1","0","0","0","0",NA,NA,NA,NA,NA,"1.723287463",NA
"8637","8637","Grimm, Michael","21154","112","2011","NY","13","0","1","2010","0",NA,NA,"51",NA,"0.418000013",NA,NA,"29","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"1","1","1","1","0","22","7","5","4","2","3","1","1","1","1",NA,NA,NA,NA,NA,"4.282270908",NA
"8638","8638","Guinta, Frank","21152","112","2011","NH","1","0","1","2010","0",NA,NA,"54",NA,"0.623000026",NA,NA,"2","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","9","2","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.456815571",NA
"8639","8639","Guthrie, Brett","20916","112","2011","KY","2","0","1","2008","0",NA,NA,"68",NA,"0.528999984",NA,NA,"6","0","0","0","0","0","2",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","13","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.57901758",NA
"8640","8640","Gutierrez, Luis","29348","112","2011","IL","4","1","0","1992","0",NA,NA,"77",NA,"-0.500999987",NA,NA,"18","0","0","0","0","0","10",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.002684203",NA
"8641","8641","Hahn, Janice","21195","112","2011","CA","36","1","0","2012","1",NA,NA,"60",NA,"-0.460000008",NA,NA,"53","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","11","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.552175581",NA
"8642","8642","Hall, Ralph","94828","112","2011","TX","4","0","1","1980","0",NA,NA,"73",NA,"0.635999978",NA,NA,"32","0","1","0","0","0","16",NA,NA,NA,"0","0",NA,NA,"1","1","1","1","0","13","4","3","2","1","1","0","1","1","0",NA,NA,NA,NA,NA,"2.671942949",NA
"8643","8643","Hanabusa, Colleen","21124","112","2011","HI","1","1","0","2010","1",NA,NA,"53",NA,"-0.340999991",NA,NA,"2","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","2","0","0","0","0","1","1","1","1","1",NA,NA,NA,NA,NA,"0.201325804",NA
"8644","8644","Hanna, Richard","21157","112","2011","NY","24","0","1","2010","0",NA,NA,"53",NA,"0.569999993",NA,NA,"29","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","13","3","4","4","2","1","1","1","1","1",NA,NA,NA,NA,NA,"2.767926931",NA
"8645","8645","Harman, Jane","29318","112","2011","CA","36","1","0","2000","1",NA,NA,"60",NA,"-0.310000002",NA,NA,"53","0","0","0","0","0","6",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0",NA
"8646","8646","Harper, Gregg","20925","112","2011","MS","3","0","1","2008","0",NA,NA,"68",NA,"0.535000026",NA,NA,"8","0","1","1","0","0","2",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","8","2","3","2","1","1","1","1","1","1",NA,NA,NA,NA,NA,"1.665191412",NA
"8647","8647","Harris, Andy","21139","112","2011","MD","1","0","1","2010","0",NA,NA,"54",NA,"0.899999976",NA,NA,"8","0","0","1","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","7","1","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.321858943",NA
"8648","8648","Hartzler, Vicky","21149","112","2011","MO","4","0","1","2010","1",NA,NA,"50",NA,"0.649999976",NA,NA,"9","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","5","2","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.579764068",NA
"8649","8649","Hastings, Alcee","29337","112","2011","FL","23","1","0","1992","0",NA,NA,"79",NA,"-0.495000005",NA,NA,"25","0","0","0","1","0","10",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","15","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.605859637",NA
"8650","8650","Hastings, Doc","29580","112","2011","WA","4","0","1","1994","0",NA,NA,"68",NA,"0.588",NA,NA,"9","0","1","0","0","0","9",NA,NA,NA,"0","0",NA,NA,"6","5","6","4","0","17","12","10","3","0","0","0","0","0","0",NA,NA,NA,NA,NA,"7.346228123",NA
"8651","8651","Hayworth, Nan","21155","112","2011","NY","19","0","1","2010","1",NA,NA,"53",NA,"0.579999983",NA,NA,"29","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","7","2","2","0","0","1","1","1","1","0",NA,NA,NA,NA,NA,"0.633363843",NA
"8652","8652","Heck, Joseph","21151","112","2011","NV","3","0","1","2010","0",NA,NA,"48",NA,"0.540000021",NA,NA,"3","0","0","1","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","19","7","5","5","1","0","0","0","0","0",NA,NA,NA,NA,NA,"2.948404074",NA
"8653","8653","Heinrich, Martin","20930","112","2011","NM","1","1","0","2008","0",NA,NA,"52",NA,"-0.261999995",NA,NA,"3","0","0","0","0","0","2",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","13","4","2","2","1","1","0","0","0","0",NA,NA,NA,NA,NA,"1.656928897",NA
"8654","8654","Heller, Dean","20730","112","2011","NV","2","0","1","2006","0",NA,NA,"63",NA,"0.750999987",NA,NA,"3","0","0","0","1","0","3",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.120789118",NA
"8655","8655","Hensarling, Jeb","20352","112","2011","TX","5","0","1","2002","0",NA,NA,"71",NA,"0.879000008",NA,NA,"32","0","0","0","0","0","5",NA,NA,NA,"1","0",NA,NA,"0","0","0","0","0","5","3","2","2","1","0","0","0","0","0",NA,NA,NA,NA,NA,"1.43876195",NA
"8656","8656","Herger, Wally","15420","112","2011","CA","2","0","1","1986","0",NA,NA,"57",NA,"0.731000006",NA,NA,"53","0","0","1","1","0","13",NA,NA,NA,"0","0",NA,NA,"1","1","1","1","1","21","4","4","2","1","0","0","0","0","0",NA,NA,NA,NA,NA,"3.746044874",NA
"8657","8657","Herrera Beutler, Jaime","21187","112","2011","WA","3","0","1","2010","1",NA,NA,"53",NA,"0.722000003",NA,NA,"9","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","3","2","2","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.496086717",NA
"8658","8658","Higgins, Brian","20519","112","2011","NY","27","1","0","2004","0",NA,NA,"61",NA,"-0.317999989",NA,NA,"29","0","0","0","0","0","4",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","13","0","0","0","0","1","1","1","1","1",NA,NA,NA,NA,NA,"0.348956943",NA
"8659","8659","Himes, James","20907","112","2011","CT","4","1","0","2008","0",NA,NA,"53",NA,"-0.224000007",NA,NA,"5","0","0","0","0","0","2",NA,NA,NA,"0","0",NA,NA,"1","1","1","0","0","16","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"1.101946354",NA
"8660","8660","Hinchey, Maurice","29380","112","2011","NY","22","1","0","1992","0",NA,NA,"53",NA,"-0.582000017",NA,NA,"29","0","0","0","1","0","10",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","12","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.163736358",NA
"8661","8661","Hinojosa, Ruben","29763","112","2011","TX","15","1","0","1996","0",NA,NA,"56",NA,"-0.323000014",NA,NA,"32","0","0","0","0","0","8",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.120789118",NA
"8662","8662","Hirono, Mazie","20713","112","2011","HI","2","1","0","2006","1",NA,NA,"72",NA,"-0.492000014",NA,NA,"2","0","0","0","0","0","3",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","25","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.335525334",NA
"8663","8663","Hochul, Kathleen","21194","112","2011","NY","26","1","0","2011","1",NA,NA,"47",NA,"-0.223000005",NA,NA,"29","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","16","0","1","1","1","1","0","0","0","0",NA,NA,NA,NA,NA,"0.96830368",NA
"8664","8664","Holden, Tim","29396","112","2011","PA","17","1","0","1992","0",NA,NA,"56",NA,"-0.234999999",NA,NA,"19","0","0","0","0","0","10",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.026842026",NA
"8665","8665","Holt, Rush","29923","112","2011","NJ","12","1","0","1998","0",NA,NA,"53",NA,"-0.515999973",NA,NA,"13","0","0","0","0","0","7",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","37","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.901121914",NA
"8666","8666","Honda, Michael","20103","112","2011","CA","15","1","0","2000","0",NA,NA,"68",NA,"-0.561999977",NA,NA,"53","0","0","0","1","1","6",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","35","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.469735473",NA
"8667","8667","Hoyer, Steny","14873","112","2011","MD","5","1","0","1981","0",NA,NA,"64",NA,"-0.32100001",NA,NA,"8","0","0","0","0","0","16",NA,NA,NA,"0","1",NA,NA,"0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.040263038",NA
"8668","8668","Huelskamp, Tim","21134","112","2011","KS","1","0","1","2010","0",NA,NA,"74",NA,"0.966000021",NA,NA,"4","0","0","0","0","1","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","32","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.429472417",NA
"8669","8669","Huizenga, Bill","21142","112","2011","MI","2","0","1","2010","0",NA,NA,"65",NA,"0.889999986",NA,NA,"15","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"1","1","1","1","1","21","1","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"2.137477875",NA
"8670","8670","Hultgren, Randy","21129","112","2011","IL","14","0","1","2010","0",NA,NA,"51",NA,"0.73299998",NA,NA,"18","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","13","1","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.402385026",NA
"8671","8671","Hunter, Duncan","20963","112","2011","CA","52","0","1","2008","0",NA,NA,"63",NA,"0.666999996",NA,NA,"53","0","0","1","0","0","2",NA,NA,NA,"0","0",NA,NA,"2","2","2","1","0","16","2","1","1","0","2","0","1","1","0",NA,NA,NA,NA,NA,"2.110646248",NA
"8672","8672","Hurt, Robert","21186","112","2011","VA","5","0","1","2010","0",NA,NA,"51",NA,"0.787999988",NA,NA,"11","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","5","3","2","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.631043375",NA
"8673","8673","Inslee, Jay","29937","112","2011","WA","1","1","0","1998","0",NA,NA,"58",NA,"-0.379999995",NA,NA,"9","0","0","0","0","0","7",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","7","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.202061713",NA
"8674","8674","Israel, Steve","20129","112","2011","NY","2","1","0","2000","0",NA,NA,"56",NA,"-0.351000011",NA,NA,"29","0","0","0","0","0","6",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","54","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.7274189",NA
"8675","8675","Jackson, Jesse","29585","112","2011","IL","2","1","0","1995","0",NA,NA,"81",NA,"-0.524999976",NA,NA,"18","0","0","0","0","0","9",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","3","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.148377657",NA
"8676","8676","Issa, Darrell","20107","112","2011","CA","49","0","1","2000","0",NA,NA,"63",NA,"0.832000017",NA,NA,"53","0","1","0","0","0","6",NA,NA,NA,"0","0",NA,NA,"3","2","2","1","0","24","7","5","2","1","1","1","0","0","0",NA,NA,NA,NA,NA,"3.85535717",NA
"8677","8677","Jackson Lee, Sheila","29573","112","2011","TX","18","1","0","1994","1",NA,NA,"70",NA,"-0.467999995",NA,NA,"32","0","0","0","0","0","9",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","38","2","2","0","0","3","0","0","0","0",NA,NA,NA,NA,NA,"0.973874807",NA
"8678","8678","Johnson, Sam","29143","112","2011","TX","3","0","1","1991","0",NA,NA,"66",NA,"0.763999999",NA,NA,"32","0","0","1","1","0","11",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","33","0","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.739323258",NA
"8679","8679","Johnson, Bill","21162","112","2011","OH","6","0","1","2010","0",NA,NA,"50",NA,"0.663999975",NA,NA,"18","0","0","1","0","0","1",NA,NA,NA,"0","0",NA,NA,"1","1","1","0","0","11","7","4","4","1","0","0","0","0","0",NA,NA,NA,NA,NA,"3.027271748",NA
"8680","8680","Johnson, Eddie","39305","112","2011","TX","30","1","0","1992","1",NA,NA,"76",NA,"-0.456999987",NA,NA,"32","0","0","0","0","0","10",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","19","0","0","0","0","2","0","0","0","0",NA,NA,NA,NA,NA,"0.260367662",NA
"8681","8681","Johnson, Henry","20712","112","2011","GA","4","1","0","2006","0",NA,NA,"75",NA,"-0.432999998",NA,NA,"13","0","0","0","0","0","3",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","11","3","2","1","1","0","0","0","0","0",NA,NA,NA,NA,NA,"1.34265542",NA
"8682","8682","Jenkins, Lynn","20915","112","2011","KS","2","0","1","2008","1",NA,NA,"63",NA,"0.750999987",NA,NA,"4","0","0","0","1","0","2",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","17","1","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.456069082",NA
"8683","8683","Johnson, Timothy","20116","112","2011","IL","15","0","1","2000","0",NA,NA,"64",NA,"0.967999995",NA,NA,"18","0","0","1","0","0","6",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","13","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.174473166",NA
"8684","8684","Jones, Walter","29546","112","2011","NC","3","0","1","1994","0",NA,NA,"72",NA,"0.107000001",NA,NA,"13","0","0","0","0","0","9",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","29","4","3","2","0","1","0","0","0","0",NA,NA,NA,NA,NA,"1.537008882",NA
"8685","8685","Jordan, Jim","20738","112","2011","OH","4","0","1","2006","0",NA,NA,"71",NA,"0.816999972",NA,NA,"18","0","0","1","0","0","3",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.080526076",NA
"8686","8686","Kaptur, Marcy","15029","112","2011","OH","9","1","0","1982","1",NA,NA,"59",NA,"-0.398000002",NA,NA,"18","0","0","0","1","1","15",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","16","1","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.325535029",NA
"8687","8687","Keating, William","21140","112","2011","MA","10","1","0","2010","0",NA,NA,"47",NA,"-0.405999988",NA,NA,"10","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","5","1","0","0","0","3","1","1","1","1",NA,NA,NA,NA,NA,"0.355071872",NA
"8688","8688","Kelly, Mike","21167","112","2011","PA","3","0","1","2010","0",NA,NA,"56",NA,"0.407999992",NA,NA,"19","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","6","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.485070497",NA
"8689","8689","Kildee, Dale","14430","112","2011","MI","5","1","0","1976","0",NA,NA,"53",NA,"-0.365999997",NA,NA,"15","0","0","0","0","0","18",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","11","2","1","1","1","0","0","0","0","0",NA,NA,NA,NA,NA,"1.11474359",NA
"8690","8690","Kind, Ron","29769","112","2011","WI","3","1","0","1996","0",NA,NA,"50",NA,"-0.294",NA,NA,"8","0","0","0","1","0","8",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","19","2","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.473912686",NA
"8691","8691","King, Peter","29375","112","2011","NY","3","0","1","1992","0",NA,NA,"72",NA,"0.513999999",NA,NA,"29","0","1","0","0","0","10",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","26","1","1","0","0","3","0","0","0","0",NA,NA,NA,NA,NA,"0.58491081",NA
"8692","8692","King, Steve","20325","112","2011","IA","5","0","1","2002","0",NA,NA,"66",NA,"0.720000029",NA,NA,"5","0","0","0","0","0","5",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","17","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.336271852",NA
"8693","8693","Kingston, Jack","29338","112","2011","GA","1","0","1","1992","0",NA,NA,"72",NA,"0.736999989",NA,NA,"13","0","0","1","1","0","10",NA,NA,NA,"0","0",NA,NA,"2","2","2","1","1","6","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"2.416144133",NA
"8694","8694","Kinzinger, Adam","21128","112","2011","IL","11","0","1","2010","0",NA,NA,"57",NA,"0.448000014",NA,NA,"18","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","13","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.57901758",NA
"8695","8695","Kissell, Larry","20938","112","2011","NC","8","1","0","2008","0",NA,NA,"53",NA,"-0.160999998",NA,NA,"13","0","0","0","0","0","2",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","24","2","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.834763348",NA
"8696","8696","Kline, John","20333","112","2011","MN","2","0","1","2002","0",NA,NA,"63",NA,"0.759000003",NA,NA,"8","0","1","0","0","0","5",NA,NA,NA,"0","0",NA,NA,"1","1","1","0","0","10","5","5","3","1","0","0","0","0","0",NA,NA,NA,NA,NA,"2.740786314",NA
"8697","8697","Latham, Tom","29522","112","2011","IA","4","0","1","1994","0",NA,NA,"66",NA,"0.474999994",NA,NA,"5","0","0","1","1","0","9",NA,NA,NA,"0","0",NA,NA,"1","1","1","1","0","15","0","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"1.333675861",NA
"8698","8698","Kucinich, Dennis","29748","112","2011","OH","10","1","0","1996","0",NA,NA,"53",NA,"-0.778999984",NA,NA,"18","0","0","0","0","0","8",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","17","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.336271852",NA
"8699","8699","Labrador, Raul","21125","112","2011","ID","1","0","1","2010","0",NA,NA,"51",NA,"0.984000027",NA,NA,"2","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","7","3","2","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.657885373",NA
"8700","8700","Lamborn, Doug","20704","112","2011","CO","5","0","1","2006","0",NA,NA,"66",NA,"0.842000008",NA,NA,"7","0","0","1","0","0","3",NA,NA,NA,"0","0",NA,NA,"2","2","2","1","0","12","3","3","2","1","0","0","0","0","0",NA,NA,NA,NA,NA,"2.971102715",NA
"8701","8701","Lance, Leonard","20929","112","2011","NJ","7","0","1","2008","0",NA,NA,"59",NA,"0.633000016",NA,NA,"13","0","0","0","0","0","2",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","8","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.107368104",NA
"8702","8702","Landry, Jeffrey","21138","112","2011","LA","3","0","1","2010","0",NA,NA,"64",NA,"0.85799998",NA,NA,"7","0","0","0","0","0","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","10","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.538754523",NA
"8703","8703","Langevin, James","20136","112","2011","RI","2","1","0","2000","0",NA,NA,"60",NA,"-0.356000006",NA,NA,"2","0","0","0","0","0","6",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","10","1","1","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.538754523",NA
"8704","8704","Lankford, James","21166","112","2011","OK","5","0","1","2010","0",NA,NA,"63",NA,"0.703000009",NA,NA,"5","0","0","1","0","1","1",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","11","3","3","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.831366658",NA
"8705","8705","Larsen, Rick","20145","112","2011","WA","2","1","0","2000","0",NA,NA,"51",NA,"-0.328999996",NA,NA,"9","0","0","0","0","0","6",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","14","1","2","2","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.888868392",NA
"8706","8706","Larson, John","29908","112","2011","CT","1","1","0","1998","0",NA,NA,"61",NA,"-0.433999985",NA,NA,"5","0","0","0","1","0","7",NA,NA,NA,"0","1",NA,NA,"0","0","0","0","0","15","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0.309429824",NA
"8707","8707","LaTourette, Steven","29553","112","2011","OH","14","0","1","1994","0",NA,NA,"65",NA,"0.437999994",NA,NA,"18","0","0","0","1","0","9",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","14","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.190578386",NA
"8708","8708","Latta, Robert","20755","112","2011","OH","5","0","1","2007","0",NA,NA,"68",NA,"0.654999971",NA,NA,"18","0","0","0","0","0","3",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","16","1","1","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.445332259",NA
"8709","8709","Lee, Barbara","29778","112","2011","CA","9","1","0","1998","1",NA,NA,"84",NA,"-0.694000006",NA,NA,"53","0","0","0","1","0","7",NA,NA,NA,"0","0",NA,NA,"0","0","0","0","0","31","1","1","1","0","1","0","0","0","0",NA,NA,NA,NA,NA,"0.823280036",NA
